weekly,segment,name,exchange,expiry,instrument_type,asset_symbol,underlying_symbol,instrument_key,lot_size,freeze_quantity,exchange_token,minimum_lot,asset_key,underlying_key,tick_size,asset_type,underlying_type,trading_symbol,strike_price,qty_multiplier,isin,mtf_enabled,mtf_bracket,security_type,short_name
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854905,20,1000.0,854905,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 79300 PE 20 AUG 26,79300.0,,,,,,
False,BSE_FO,SENSEX50,BSE,1785436199000.0,PE,SENSEX50,SENSEX50,BSE_FO|1174889,75,1800.0,1174889,75.0,BSE_INDEX|SENSEX50,BSE_INDEX|SENSEX50,5.0,INDEX,INDEX,SENSEX50 23700 PE 30 JUL 26,23700.0,,,,,,
False,BSE_FO,BANKEX,BSE,1785436199000.0,PE,BANKEX,BANKEX,BSE_FO|1174879,30,900.0,1174879,30.0,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX,5.0,INDEX,INDEX,BANKEX 53400 PE 30 JUL 26,53400.0,,,,,,
,NSE_EQ,GOPAL SNACKS LIMITED,NSE,,EQ,,,NSE_EQ|INE0L9R01028,1,100000.0,23066,,,,5.0,,,GOPAL,,1.0,INE0L9R01028,True,35.0,NORMAL,
,NSE_EQ,KOTAKMAMC - KOTAKMNC,NSE,,EQ,,,NSE_EQ|INF174KA1JF2,1,100000.0,10676,,,,1.0,,,MNC,,1.0,INF174KA1JF2,True,20.0,NORMAL,Kotak MNC ETF
False,NSE_FO,OIL AND NATURAL GAS CORP.,NSE,1793125799000.0,CE,ONGC,ONGC,NSE_FO|99607,2250,90000.0,99607,2250.0,NSE_EQ|INE213A01029,NSE_EQ|INE213A01029,1.0,EQUITY,EQUITY,ONGC 245 CE 27 OCT 26,245.0,1.0,,,,,
False,NSE_FO,OIL AND NATURAL GAS CORP.,NSE,1793125799000.0,PE,ONGC,ONGC,NSE_FO|99608,2250,90000.0,99608,2250.0,NSE_EQ|INE213A01029,NSE_EQ|INE213A01029,1.0,EQUITY,EQUITY,ONGC 245 PE 27 OCT 26,245.0,1.0,,,,,
False,NSE_FO,OIL AND NATURAL GAS CORP.,NSE,1793125799000.0,CE,ONGC,ONGC,NSE_FO|99609,2250,90000.0,99609,2250.0,NSE_EQ|INE213A01029,NSE_EQ|INE213A01029,1.0,EQUITY,EQUITY,ONGC 250 CE 27 OCT 26,250.0,1.0,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840312,20,1000.0,840312,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76100 CE 06 AUG 26,76100.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840313,20,1000.0,840313,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78400 CE 06 AUG 26,78400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840314,20,1000.0,840314,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72400 CE 06 AUG 26,72400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840316,20,1000.0,840316,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74700 CE 06 AUG 26,74700.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840318,20,1000.0,840318,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 80100 CE 06 AUG 26,80100.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840319,20,1000.0,840319,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 82400 CE 06 AUG 26,82400.0,,,,,,
False,NSE_FO,ADANI GREEN ENERGY LTD,NSE,1787682599000.0,CE,ADANIGREEN,ADANIGREEN,NSE_FO|51662,600,18000.0,51662,600.0,NSE_EQ|INE364U01010,NSE_EQ|INE364U01010,5.0,EQUITY,EQUITY,ADANIGREEN 1780 CE 25 AUG 26,1780.0,1.0,,,,,
False,NSE_FO,ADANI GREEN ENERGY LTD,NSE,1787682599000.0,PE,ADANIGREEN,ADANIGREEN,NSE_FO|51663,600,18000.0,51663,600.0,NSE_EQ|INE364U01010,NSE_EQ|INE364U01010,5.0,EQUITY,EQUITY,ADANIGREEN 1780 PE 25 AUG 26,1780.0,1.0,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854952,20,1000.0,854952,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72900 PE 20 AUG 26,72900.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854954,20,1000.0,854954,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 83200 CE 20 AUG 26,83200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854957,20,1000.0,854957,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 81800 CE 20 AUG 26,81800.0,,,,,,
False,BSE_FO,BANKEX,BSE,1787855399000.0,CE,BANKEX,BANKEX,BSE_FO|840321,30,900.0,840321,30.0,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX,5.0,INDEX,INDEX,BANKEX 72100 CE 27 AUG 26,72100.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840322,20,1000.0,840322,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74100 PE 06 AUG 26,74100.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840324,20,1000.0,840324,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76400 PE 06 AUG 26,76400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840325,20,1000.0,840325,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78700 PE 06 AUG 26,78700.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840327,20,1000.0,840327,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 70400 PE 06 AUG 26,70400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840328,20,1000.0,840328,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72700 PE 06 AUG 26,72700.0,,,,,,
False,BSE_FO,BANKEX,BSE,1785436199000.0,PE,BANKEX,BANKEX,BSE_FO|840329,30,900.0,840329,30.0,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX,5.0,INDEX,INDEX,BANKEX 72000 PE 30 JUL 26,72000.0,,,,,,
False,BSE_FO,SENSEX,BSE,1830191399000.0,CE,SENSEX,SENSEX,BSE_FO|854960,20,1000.0,854960,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 83000 CE 30 DEC 27,83000.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854965,20,1000.0,854965,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 77200 PE 20 AUG 26,77200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854967,20,1000.0,854967,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 71200 PE 20 AUG 26,71200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854968,20,1000.0,854968,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 73500 PE 20 AUG 26,73500.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840330,20,1000.0,840330,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 84100 PE 06 AUG 26,84100.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840334,20,1000.0,840334,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 80400 PE 06 AUG 26,80400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840335,20,1000.0,840335,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 82700 PE 06 AUG 26,82700.0,,,,,,
False,BSE_FO,BANKEX,BSE,1787855399000.0,PE,BANKEX,BANKEX,BSE_FO|840336,30,900.0,840336,30.0,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX,5.0,INDEX,INDEX,BANKEX 72400 PE 27 AUG 26,72400.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840339,20,1000.0,840339,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74000 CE 06 AUG 26,74000.0,,,,,,
,NSE_EQ,KOTAKMAMC - KOTAKLOVOL,NSE,,EQ,,,NSE_EQ|INF174KA1IY5,1,100000.0,8632,,,,1.0,,,LOWVOL1,,1.0,INF174KA1IY5,True,20.0,NORMAL,Kotak Nifty 100 Low Volatility 30 ETF
,NSE_EQ,GRAUER & WEIL IND LTD,NSE,,EQ,,,NSE_EQ|INE266D01021,1,100000.0,5200,,,,1.0,,,GRAUWEIL,,1.0,INE266D01021,True,35.0,NORMAL,Grauer & Weil Ind
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854972,20,1000.0,854972,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74200 CE 20 AUG 26,74200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854973,20,1000.0,854973,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76500 CE 20 AUG 26,76500.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854974,20,1000.0,854974,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78800 CE 20 AUG 26,78800.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854975,20,1000.0,854975,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 81200 PE 20 AUG 26,81200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854976,20,1000.0,854976,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 83500 PE 20 AUG 26,83500.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854978,20,1000.0,854978,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72800 CE 20 AUG 26,72800.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840340,20,1000.0,840340,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76300 CE 06 AUG 26,76300.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840341,20,1000.0,840341,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78600 CE 06 AUG 26,78600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840344,20,1000.0,840344,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72600 CE 06 AUG 26,72600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840345,20,1000.0,840345,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74900 CE 06 AUG 26,74900.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840346,20,1000.0,840346,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 84000 CE 06 AUG 26,84000.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840349,20,1000.0,840349,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 80300 CE 06 AUG 26,80300.0,,,,,,
False,BSE_FO,SENSEX50,BSE,1790274599000.0,PE,SENSEX50,SENSEX50,BSE_FO|854980,75,1800.0,854980,75.0,BSE_INDEX|SENSEX50,BSE_INDEX|SENSEX50,5.0,INDEX,INDEX,SENSEX50 26300 PE 24 SEP 26,26300.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854985,20,1000.0,854985,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 82800 CE 20 AUG 26,82800.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854989,20,1000.0,854989,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78200 PE 20 AUG 26,78200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854917,20,1000.0,854917,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78600 CE 20 AUG 26,78600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854911,20,1000.0,854911,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 73300 PE 20 AUG 26,73300.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854912,20,1000.0,854912,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 75600 PE 20 AUG 26,75600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854914,20,1000.0,854914,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 71900 PE 20 AUG 26,71900.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854915,20,1000.0,854915,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76300 CE 20 AUG 26,76300.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854928,20,1000.0,854928,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 81900 PE 20 AUG 26,81900.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854920,20,1000.0,854920,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 81000 PE 20 AUG 26,81000.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854922,20,1000.0,854922,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 83300 PE 20 AUG 26,83300.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854926,20,1000.0,854926,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72600 CE 20 AUG 26,72600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854927,20,1000.0,854927,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74900 CE 20 AUG 26,74900.0,,,,,,
False,BSE_FO,SENSEX,BSE,1940264999000.0,PE,SENSEX,SENSEX,BSE_FO|854937,20,1000.0,854937,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 83000 PE 26 JUN 31,83000.0,,,,,,
,NSE_EQ,BHARAT ROAD NETWORK LTD,NSE,,EQ,,,NSE_EQ|INE727S01012,1,100000.0,21683,,,,1.0,,,BRNL,,1.0,INE727S01012,,,NORMAL,Bharat Road Network
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840300,20,1000.0,840300,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 72500 PE 06 AUG 26,72500.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840301,20,1000.0,840301,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 74800 PE 06 AUG 26,74800.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840304,20,1000.0,840304,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 80200 PE 06 AUG 26,80200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840305,20,1000.0,840305,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 82500 PE 06 AUG 26,82500.0,,,,,,
False,BSE_FO,BANKEX,BSE,1787855399000.0,PE,BANKEX,BANKEX,BSE_FO|840309,30,900.0,840309,30.0,BSE_INDEX|BANKEX,BSE_INDEX|BANKEX,5.0,INDEX,INDEX,BANKEX 72200 PE 27 AUG 26,72200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,CE,SENSEX,SENSEX,BSE_FO|854940,20,1000.0,854940,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 73200 CE 20 AUG 26,73200.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854943,20,1000.0,854943,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 76600 PE 20 AUG 26,76600.0,,,,,,
True,BSE_FO,SENSEX,BSE,1787250599000.0,PE,SENSEX,SENSEX,BSE_FO|854944,20,1000.0,854944,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78900 PE 20 AUG 26,78900.0,,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,CE,IRFC,IRFC,NSE_FO|85041,5425,217000.0,85041,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 82 CE 27 OCT 26,82.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,PE,IRFC,IRFC,NSE_FO|85042,5425,217000.0,85042,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 82 PE 27 OCT 26,82.0,1.0,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840393,20,1000.0,840393,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 80500 CE 06 AUG 26,80500.0,,,,,,
False,BSE_FO,SENSEX,BSE,1787855399000.0,PE,SENSEX,SENSEX,BSE_FO|840394,20,1000.0,840394,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 84300 PE 27 AUG 26,84300.0,,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,CE,IRFC,IRFC,NSE_FO|85044,5425,217000.0,85044,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 84 CE 27 OCT 26,84.0,1.0,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,CE,SENSEX,SENSEX,BSE_FO|840395,20,1000.0,840395,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 82800 CE 06 AUG 26,82800.0,,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,PE,IRFC,IRFC,NSE_FO|85040,5425,217000.0,85040,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 80 PE 27 OCT 26,80.0,1.0,,,,,
True,BSE_FO,SENSEX,BSE,1786040999000.0,PE,SENSEX,SENSEX,BSE_FO|840399,20,1000.0,840399,20.0,BSE_INDEX|SENSEX,BSE_INDEX|SENSEX,5.0,INDEX,INDEX,SENSEX 78200 PE 06 AUG 26,78200.0,,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99686,2075,62250.0,99686,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 465 CE 25 AUG 26,465.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,PE,DELHIVERY,DELHIVERY,NSE_FO|99687,2075,62250.0,99687,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 465 PE 25 AUG 26,465.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99688,2075,62250.0,99688,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 475 CE 25 AUG 26,475.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,PE,DELHIVERY,DELHIVERY,NSE_FO|99689,2075,62250.0,99689,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 475 PE 25 AUG 26,475.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,PE,DELHIVERY,DELHIVERY,NSE_FO|99693,2075,62250.0,99693,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 495 PE 25 AUG 26,495.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99694,2075,62250.0,99694,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 505 CE 25 AUG 26,505.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,PE,DELHIVERY,DELHIVERY,NSE_FO|99695,2075,62250.0,99695,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 505 PE 25 AUG 26,505.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99696,2075,62250.0,99696,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 515 CE 25 AUG 26,515.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99690,2075,62250.0,99690,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 485 CE 25 AUG 26,485.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,PE,DELHIVERY,DELHIVERY,NSE_FO|99691,2075,62250.0,99691,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 485 PE 25 AUG 26,485.0,1.0,,,,,
False,NSE_FO,DELHIVERY LIMITED,NSE,1787682599000.0,CE,DELHIVERY,DELHIVERY,NSE_FO|99692,2075,62250.0,99692,2075.0,NSE_EQ|INE148O01028,NSE_EQ|INE148O01028,5.0,EQUITY,EQUITY,DELHIVERY 495 CE 25 AUG 26,495.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,PE,IRFC,IRFC,NSE_FO|85038,5425,217000.0,85038,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 78 PE 27 OCT 26,78.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,CE,IRFC,IRFC,NSE_FO|85039,5425,217000.0,85039,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 80 CE 27 OCT 26,80.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,CE,IRFC,IRFC,NSE_FO|85034,5425,217000.0,85034,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 76 CE 27 OCT 26,76.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,PE,IRFC,IRFC,NSE_FO|85035,5425,217000.0,85035,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 76 PE 27 OCT 26,76.0,1.0,,,,,
False,NSE_FO,INDIAN RAILWAY FIN CORP L,NSE,1793125799000.0,CE,IRFC,IRFC,NSE_FO|85037,5425,217000.0,85037,5425.0,NSE_EQ|INE053F01010,NSE_EQ|INE053F01010,1.0,EQUITY,EQUITY,IRFC 78 CE 27 OCT 26,78.0,1.0,,,,,
